tobramycin (nebuliser solution),cystic fibrosis patients with pseudomonas aeruginosa,binding to 30s and 50s ribosomal subunits,"inhaled corticosteroids, other anti pseudomonal antibiotics","inhaled corticosteroids, other anti pseudomonal antibiotics",patients with a known hypersensitivity to any aminoglycoside,transient and resolved without discontinuation of the regimen
tizanidine hydrochloride,following surgery,spinal cord,long term coadministration,alcohol,concomitant use of tizanidine with strong inhibitors,hepatitis
titanium dioxide + butyl methoxydibenzoyl methane + padimate + oxybenzone,lotionis,absorbing the sun's ultraviolet radiations,drug interactions,drug,allergic reaction,some of the side-effects may be rare but serious
tiotropium (dry powder inhaler),bronchospasm associated with chronic obstructive pulmonary disease,predominantly a site-specific effect,renal clearance,cimetidine 400 mg three times daily or ranitidine,patients with a history of hypersensitivity to atropine,"constipation, increased heart rate, blurredvision"
tropicamide + phenylephrine hydrochloride,pre-operative,selective alpha-1 agonist,interfere with the antihypertensive action,ophthalmic cholinesterase inhibitors,patients with hypersensitivity to any of the components,systemic effects
tropicamide + phenylephrine + lidocaine,no answer,no answer,no answer,no answer,no answer,no answer
tropicamide,diagnostic procedure,blocking the responses of the iris sphincter muscle,ophthalmic cholinesterase inhibitors,ophthalmic cholinesterase inhibitors,persons showing hypersensitivity,"dryness of the mouth, tachycardia, headache, allergic reactions"
trimipramine,trimipramineis a tricyclic antidepressant,serotonergic,barbiturates,barbiturates,"cardiac arrhythmias, heart block","agitation, confusion (elderly)."
trimetazidine dihydrochloride,adults,trimetazidine dihydrochloride inhibits fatty acid pathway,beta-blockers,nitrates,patients who have hypersensitivity,"dizziness, headache, abdominal pain"
trimebutine maleate,postoperative paralytic ileus,noncompetitive spasmolytic agent,druginteractions,d-tubocurarine-induced curarization,patients with known hypersensitivity,"dry mouth, foul taste, diarrhea, dyspepsia"
trihexyphenidyl hydrochloride,parkinsonism,its mechanism of action has yet to be fully elucidated,tricycllic antidepressants,alcohol,patients with hypersensitivity,minor
trifluridine,no answer,no answer,no answer,no answer,no answer,no answer
trifluoperazine,the management of psychotic disorders,pharmacodynamic effects,antihypertensive effects,alcohol,comatose patients,"transient restlessness, dystonias or may resemble parkinsonism"
trifarotene,no answer,no answer,no answer,no answer,no answer,no answer
triamcinolone acetonide (topical),no answer,no answer,no answer,no answer,no answer,no answer
triamcinolone acetonide (nasal spray),no answer,no answer,no answer,no answer,no answer,no answer
triamcinolone acetonide (injection),stevens-johnson syndrome,antiinflammatory actions,congestive heart failure,aspirin,patients with a sensitivity to the active or inactive ingredients,"altered menstrual cycle, hirsutism"
triamcinolone + neomycin + nystatin + gramicidin,steroid,gramicidin,"do not start, stop, or change the dosage",other products for the skin,patients with perforated tympanic membranes,prolonged use may cause sensitivity reactions
tretinoin (topical),acne vulgaris,unknown,acne treatments,morning,patients with a personal or family history of cutaneous epithelioma,burning or slight irritation
tretinoin (oral),tretinoin is for the induction of remission only,unknown,toxicity,hepatic p450,patients who are sensitive to parabens,tretinoin.
trelagliptin succinate,no answer,no answer,no answer,no answer,no answer,no answer
travoprost + timolol maleate,no answer,no answer,no answer,no answer,no answer,no answer
travoprost,patients with open-angle glaucoma or ocular hypertension,rapidly hydrolyzed by esterases in the cornea,reduced therapeutic effect with nsaids,nsaids,patients with hypersensitive,ocular hyperaemia
trastuzumab emtansine,no answer,no answer,no answer,no answer,no answer,no answer
vancomycin hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
valsartan + hydrochlorothiazide,hypertension,thiazide diuretic,excessive reduction in blood pressure,"alcohol, barbiturates, or narcotics",patients who are hypersensitive,rare
valsartan,for hypertension,angiotensin ii antagonist acting on the at1 subtype,co medication,co medication,patients who are hypersensitive to any component of this product,rare
valganciclovir,adult and pediatric solid organ transplant (sot) patients who are at risk,intestinal and hepatic esterases,drug-drug interactions,renally excreted drugs,patients with known hypersensitivity,"impairment of fertility 
 fetal toxicity"
valacyclovir,hiv infected individuals,antiviral drug,no dosage adjustment,"digoxin, antacids",hypersensitivity or intolerance,"nausea (15%), headache (14%),"
ursodeoxycholic acid,"cholestasis (jaundice) 
 viral hepatitis","it reduces cholesterol absorption, suppresses liver cholesterol synthesis",bile-acid binding drugs,charcoal and cholestyramine,non-functioning gall-bladder calcified and pigmented gallstones,"nausea, vomiting, diarrhoea"
urokinase,adults,endogenous fibrinolytic system,oral anticoagulant,oral anticoagulant,pregnancy &amp; immediate postpartum period,"overt bleeding, haemorrhagic complications"
urea (25%),consumers and diabetics,dose-dependent,hazardous drug interaction,hazardous drug,allergy,burning and irritation
urea (10%),ichthyosis and dry skin conditions,"therapeutic effects depend on local concentrations, not on systemic absorption of the drug",hazardous drug interaction,hazardous drug,contraindicated,burning and irritation
upadacitinib,no answer,no answer,no answer,no answer,no answer,no answer
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,no answer,no answer,no answer,no answer,no answer,no answer
undenatured type ii collagen + glucosamine sulfate + boswellia serrata + boron,osteoarthritis,unique,blood thinner medications,calcium fructoborate,"hypersensitivity to chicken, egg &amp; shellfish",amp
undenatured type ii collagen,"osteoarthritis 
 rheumatoid arthritis",unique,not known,not known,patients with known hypersensitivity to chicken or egg,constipation and headache.
ulipristal acetate [for uterine fibroids],no answer,no answer,no answer,no answer,no answer,no answer
ulipristal acetate [for emergency contraception],5 days) of unprotected sexual intercourse or contraceptive failure,inhibition or delay of ovulation,drugs,drugs,hypersensitivity to active substances and in pregnancy,"headache, nausea, abdominal pain, dysmenorrhea"
typhoid polysaccharide vaccine,no answer,no answer,no answer,no answer,no answer,no answer
tulobuterol hydrochloride,chronic asthma and chronic bronchitis,highly selective action on beta-2 adrenoceptors,corticosteroids and diuretics,xanthines,hypersensitivity to sympathomimetic amines,less frequent adverse reactions
tto thermal toothpaste,no answer,no answer,no answer,no answer,no answer,no answer
trypan blue,no answer,no answer,no answer,no answer,no answer,no answer
trospium chloride,muscarinic antagonist,parasympatholytic,increase the serum concentration of trospium,increase the serum concentration of trospium,"angioedema, rash and anaphylactic reaction",post-approval
"vitamin a, vitamin b complex, vitamin c , vitamin d and vitamin e",multivitamin maintenance dosage,water-soluble and three fat soluble,pyridoxine can reduce the effect of levo-dopa,folic acid may increase the metabolism of some antiepileptics,hyperparathyroidism,thiamine
vitamin a,no answer,no answer,no answer,no answer,no answer,no answer
vinpocetine,acute cardiovascular disorders,increases cerebral metabolism,heparin,heparin,"severe ischaemic heart disease, severe rhythm disorders and pregnancy","transient hypotension, tachycardia"
vinorelbine tartrate,first-line treatment,inhibits microtubule formation,vaccines,aprepitant,"pregnancy, lactation","dose limiting granulocytopenia, leukopenia and anaemia"
vincristine sulfate,inacute leukemia,inhibiting microtubule formation in the mitotic spindle.,toxicity,miconazole,patients receiving radiation therapy through ports which include liver,dose limiting neurotoxicity
vinblastine sulfate,previously untreated patients with advanced hodgkins disease,it blocks glutamic acid utilization,side effects,vaccines,pregnancy; lactation,"nausea, vomiting, gi bleed"
vildagliptin + metformin hydrochloride,combination of vildagliptin and metformin hydrochloride,does not produce hypoglycemia,drug interactions,"metformin hydrochloride (1,000 mg once daily",any of the excipients,"headache, tremor, dizziness, nausea, hypoglycaemia"
vildagliptin,monotherapy,slowing the inactivation of incretin hormones,glucose-lowering effect,glucose,patients with moderate to severe renalimpairment,"mild and transient, not requiring treatment discontinuations"
vilazodone hydrochloride,adults,not fully understood,strong cyp3a4 inhibitors,strong cyp3a4 inhibitors,monoamine oxidase inhibitors,seizures
vilanterol trifenatate + fluticasone furoate,asthma,the mechanisms of action described below for the individual components,beviprex with other anticholinergic-containing drugs,beviprex with other anticholinergic-containing drugs,risk of overdose,asthma
vilanterol + umeclidinium + fluticasone furoate,asthma,not known,anticholinergics,diuretics,severe hypersensitivity to milk proteins,copd : most common adverse reactions
verteporfin,predominantly classic subfoveal choroidal neovascularization,low-intensity nonheat-generating laser light,compounds that quench active oxygen species or scavenge radicals,radiation therapy,patients with porphyria or a known hypersensitivity,increased lft.
vericiguat,no answer,no answer,no answer,no answer,no answer,no answer
verapamil hydrochloride,adrenaline in halothane anaesthesia,l-type calcium channel blocker,lipid lowering agents,cardiac glycosides,patients with known hypersensitivity,"rash, flashing; 
  hepatic : elevated liver enzyme"
venlafaxine hydrochloride,physician who elects to use venlafaxine tablets,unknown,anticoagulants,anticoagulants,concomitant use with maois,may impair platelet aggregation
