generic_name,cases,rating,useful_count
levonorgestrel,birth control,10,1
dapsone,acne,10,16
tadalafil,erectile dysfunction,9,8
silver sulfadiazine,"burns, external",10,6
paliperidone,depression,5,5
ciprofloxacin,bladder infection,1,1
metronidazole,bacterial vaginitis,1,5
gabapentin,bipolar disorde,6,32
alprazolam,anxiety,10,0
letrozole,breast cance,8,21
sumatriptan,migraine,10,4
carbamazepine,bipolar disorde,8,64
metronidazole,bacterial vaginitis,7,6
hylan g-f 20,osteoarthritis,1,52
levonorgestrel,abnormal uterine bleeding,1,1
armodafinil,not listed / othe,10,3
lamotrigine,bipolar disorde,8,14
carbamazepine,epilepsy,10,3
levonorgestrel,emergency contraception,6,2
armodafinil,narcolepsy,6,8
alprazolam,depression,10,244
clonazepam,anxiety,10,72
pregabalin,ibromyalgia,7,1
levonorgestrel,birth control,9,29
gabapentin,insomnia,9,62
glipizide,"diabetes, type 2",10,3
levonorgestrel,abnormal uterine bleeding,3,34
liraglutide,"diabetes, type 2",10,58
lamotrigine,seizure prevention,10,92
ramipril,high blood pressure,9,135
liraglutide,obesity,10,25
fluconazole,candidemia,9,26
topiramate,seizure prevention,8,28
estradiol,atrophic vaginitis,1,1
secukinumab,psoriatic arthritis,1,5
hylan g-f 20,osteoarthritis,9,16
armodafinil,nan,3,4
estradiol,oophorectomy,9,9
levonorgestrel,birth control,7,15
fluconazole,vaginal yeast infection,9,24
nitrofurantoin,bladder infection,5,4
diazepam,muscle spasm,10,98
carisoprodol,muscle spasm,10,64
apixaban,prevention of thromboembolism in atrial fibrillation,4,51
armodafinil,narcolepsy,9,23
levonorgestrel,emergency contraception,10,1
bisacodyl,bowel preparation,8,0
rituximab,rheumatoid arthritis,6,24
lisinopril,high blood pressure,10,48
tioconazole,vaginal yeast infection,4,2
omalizumab,urticaria,10,7
liraglutide,obesity,7,19
levonorgestrel,birth control,9,2
clonazepam,anxiety,8,36
carbamazepine,bipolar disorde,10,7
aripiprazole,schizophrenia,8,40
levonorgestrel,emergency contraception,1,4
methylprednisolone,osteoarthritis,9,28
lorazepam,anxiety,10,46
lamotrigine,schizoaffective disorde,9,43
mirtazapine,post traumatic stress disorde,7,6
clarithromycin,helicobacter pylori infection,5,13
tadalafil,erectile dysfunction,1,48
metronidazole,diverticulitis,9,20
lisinopril,high blood pressure,1,31
bisacodyl,constipation,1,17
olanzapine,obsessive compulsive disorde,1,6
levonorgestrel,emergency contraception,9,17
lansoprazole,erosive esophagitis,10,15
liraglutide,weight loss,1,1
levonorgestrel,birth control,7,10
tadalafil,erectile dysfunction,10,59
rivaroxaban,atrial fibrillation,3,21
clarithromycin,strep throat,6,22
oseltamivir,influenza,10,0
carisoprodol,muscle spasm,10,152
methotrexate,rheumatoid arthritis,8,100
orlistat,obesity,10,6
tofacitinib,rheumatoid arthritis,9,29
rosuvastatin,atherosclerosis,8,46
clindamycin,bacterial infection,6,20
hylan g-f 20,osteoarthritis,1,48
hydroxyurea,"anemia, sickle cell",3,15
liraglutide,weight loss,10,11
lorazepam,anxiety,10,7
clonazepam,anxiety,9,1
clindamycin,bacterial vaginitis,10,11
benzoyl peroxide,acne,10,16
alprazolam,anxiety,10,5
etanercept,rheumatoid arthritis,10,53
ciprofloxacin,sinusitis,10,26
dulaglutide,"diabetes, type 2",8,6
liraglutide,"diabetes, type 2",1,16
levonorgestrel,abnormal uterine bleeding,1,12
betamethasone,dermatological disorders,10,40
meloxicam,osteoarthritis,8,65
levonorgestrel,birth control,9,2
gabapentin,ibromyalgia,4,27
pentosan polysulfate sodium,interstitial cystitis,7,29
alprazolam,anxiety,10,12
sunitinib,renal cell carcinoma,1,42
levonorgestrel,emergency contraception,10,0
clonazepam,anxiety,10,31
alprazolam,anxiety,10,47
gabapentin,anxiety,10,124
diazepam,meniere's disease,10,0
levonorgestrel,abnormal uterine bleeding,1,6
levetiracetam,seizures,8,1
levonorgestrel,abnormal uterine bleeding,5,11
desvenlafaxine,anxiety,9,34
sumatriptan,migraine,5,10
sumatriptan,cluster headaches,1,0
esomeprazole,gerd,10,11
gabapentin,insomnia,9,64
tioconazole,vaginal yeast infection,2,2
ezetimibe,"high cholesterol, familial heterozygous",10,101
rivaroxaban,pulmonary embolism,7,11
diazepam,muscle spasm,1,7
levonorgestrel,emergency contraception,1,8
spironolactone,hirsutism,10,60
nabumetone,back pain,1,4
aripiprazole,bipolar disorde,8,13
dulaglutide,"diabetes, type 2",1,30
ibuprofen,pain,10,21
valsartan,high blood pressure,4,146
levonorgestrel,birth control,3,16
meloxicam,inflammatory conditions,8,66
methotrexate,rheumatoid arthritis,10,123
methylprednisolone,allergic rhinitis,6,18
adapalene,acne,1,5
gabapentin,peripheral neuropathy,8,26
mirtazapine,depression,6,21
levonorgestrel,birth control,5,6
liraglutide,"diabetes, type 2",9,33
levonorgestrel,birth control,8,3
infliximab,psoriatic arthritis,9,15
tadalafil,erectile dysfunction,10,70
omalizumab,urticaria,10,76
metronidazole,bacterial vaginitis,8,10
estradiol,atrophic vaginitis,9,45
lacosamide,seizures,1,11
topiramate,obesity,7,177
levonorgestrel,birth control,8,7
lorazepam,panic disorde,9,26
imiquimod,basal cell carcinoma,10,28
clonazepam,panic disorde,10,20
avanafil,erectile dysfunction,1,18
haloperidol,psychosis,7,15
dexlansoprazole,gerd,8,106
levonorgestrel,birth control,10,0
alprazolam,anxiety,9,56
eszopiclone,insomnia,10,27
misoprostol,abortion,10,10
levonorgestrel,emergency contraception,9,5
mirtazapine,anxiety,8,140
lisinopril,high blood pressure,2,51
tioconazole,vaginal yeast infection,4,1
bisacodyl,constipation,7,18
gabapentin,bipolar disorde,10,24
dulaglutide,"diabetes, type 2",8,9
alprazolam,panic disorde,10,95
suvorexant,insomnia,1,42
adalimumab,psoriasis,2,31
levonorgestrel,birth control,10,2
linagliptin,"diabetes, type 2",5,41
oxcarbazepine,anxiety,1,34
desvenlafaxine,anxiety,9,49
levonorgestrel,emergency contraception,10,1
levonorgestrel,emergency contraception,10,18
gabapentin,neuropathic pain,1,11
tadalafil,benign prostatic hyperplasia,5,62
clonazepam,panic disorde,10,2
lamotrigine,bipolar disorde,10,40
meloxicam,osteoarthritis,10,10
levonorgestrel,emergency contraception,10,24
topiramate,bipolar disorde,10,94
alprazolam,anxiety,10,27
clonazepam,panic disorde,10,0
levonorgestrel,birth control,8,7
mirabegron,overactive bladde,1,4
naltrexone,alcohol dependence,7,13
levetiracetam,seizures,1,87
lamotrigine,anxiety,10,35
nabumetone,zen shoulde,7,50
levonorgestrel,birth control,10,0
paliperidone,schizoaffective disorde,9,41
celecoxib,pain,6,62
levonorgestrel,birth control,10,7
mirabegron,overactive bladde,6,15
gemfibrozil,high cholesterol,1,7
avanafil,erectile dysfunction,7,12
nitrofurantoin,urinary tract infection,10,36
mirtazapine,depression,10,21
celecoxib,pain,5,84
valacyclovir,herpes zoste,10,6
alprazolam,panic disorde,8,10
levonorgestrel,birth control,9,4
tofacitinib,rheumatoid arthritis,1,10
levonorgestrel,birth control,6,8
acetazolamide,glaucoma,5,4
gabapentin,peripheral neuropathy,1,55
suvorexant,insomnia,1,18
naltrexone,alcohol dependence,10,47
armodafinil,bipolar disorde,8,38
alprazolam,anxiety,10,79
metronidazole,bacterial vaginitis,5,4
atenolol,ventricular tachycardia,4,19
empagliflozin,"diabetes, type 2",6,25
desvenlafaxine,depression,1,14
clonazepam,panic disorde,7,1
levonorgestrel,birth control,8,0
esomeprazole,helicobacter pylori infection,10,31
methocarbamol,muscle spasm,3,19
lisinopril,high blood pressure,8,40
desvenlafaxine,depression,10,18
nitrofurantoin,urinary tract infection,7,22
levonorgestrel,birth control,1,0
nortriptyline,pain,10,30
alprazolam,anxiety,10,90
clindamycin,not listed / othe,1,6
omalizumab,urticaria,10,5
lamotrigine,seizure prevention,9,14
rituximab,non-hodgkin's lymphoma,10,88
lorazepam,panic disorde,9,20
simvastatin,high cholesterol,2,9
carvedilol,not listed / othe,1,9
aprepitant,"nausea/vomiting, chemotherapy induced",10,4
glipizide,"diabetes, type 2",1,25
levonorgestrel,emergency contraception,2,7
levonorgestrel,birth control,8,0
colchicine,"gout, acute",10,12
lamotrigine,bipolar disorde,9,21
orlistat,obesity,10,0
sitagliptin,"diabetes, type 2",10,96
levonorgestrel,emergency contraception,10,58
nitrofurantoin,urinary tract infection,1,11
mirtazapine,anxiety,3,27
gabapentin,anxiety,10,108
levonorgestrel,birth control,10,1
cefdinir,otitis media,10,13
estradiol,postmenopausal symptoms,10,158
gabapentin,anxiety,10,34
nortriptyline,pain,10,205
celecoxib,pain,10,98
linagliptin,"diabetes, type 2",1,43
spironolactone,acne,7,26
lisinopril,high blood pressure,8,37
glipizide,not listed / othe,8,16
tioconazole,vaginal yeast infection,9,18
mirtazapine,not listed / othe,1,12
lamotrigine,bipolar disorde,1,31
nortriptyline,migraine prevention,7,84
meloxicam,inflammatory conditions,5,45
cephalexin,skin or soft tissue infection,4,31
fluconazole,vaginal yeast infection,5,34
cephalexin,skin or soft tissue infection,3,12
atenolol,not listed / othe,8,13
metronidazole,bacterial vaginitis,6,0
sumatriptan,migraine,10,17
pregabalin,ibromyalgia,9,63
levonorgestrel,emergency contraception,10,14
levonorgestrel,birth control,10,4
mupirocin,skin and structure infection,10,46
topiramate,obesity,8,61
clonazepam,anxiety,10,34
propofol,anesthesia,10,6
hydrocortisone,eczema,10,9
terconazole,vaginal yeast infection,5,10
ticagrelor,prevention of atherothrombotic events,3,4
levonorgestrel,birth control,10,10
oseltamivir,influenza,10,13
clindamycin,bacterial infection,2,7
mirtazapine,insomnia,9,11
aripiprazole,bipolar disorde,3,10
clonazepam,panic disorde,10,5
eszopiclone,insomnia,4,7
clarithromycin,strep throat,10,4
gabapentin,restless legs syndrome,9,32
carisoprodol,muscle spasm,10,30
lamotrigine,bipolar disorde,9,33
ciprofloxacin,prostatitis,1,6
gabapentin,pain,9,144
levonorgestrel,emergency contraception,10,112
nitrofurantoin,bladder infection,10,45
levonorgestrel,birth control,9,0
imiquimod,basal cell carcinoma,8,12
naltrexone,opiate dependence,8,96
levonorgestrel,emergency contraception,9,18
alprazolam,anxiety,10,11
levonorgestrel,birth control,5,5
hydrochlorothiazide,high blood pressure,5,35
glipizide,"diabetes, type 2",6,40
levonorgestrel,birth control,10,0
aripiprazole,bipolar disorde,8,15
haloperidol,psychosis,3,13
ondansetron,nausea/vomiting,10,21
armodafinil,narcolepsy,8,18
methylprednisolone,inflammatory conditions,5,17
pregabalin,ibromyalgia,1,48
glipizide,"diabetes, type 2",4,27
nifedipine,high blood pressure,9,5
temazepam,insomnia,5,73
levonorgestrel,emergency contraception,10,19
tioconazole,vaginal yeast infection,1,8
topiramate,migraine prevention,6,21
nalbuphine,pain,9,20
tioconazole,vaginal yeast infection,5,4
metronidazole,bacterial vaginitis,10,28
bisacodyl,constipation,10,12
pregabalin,migraine prevention,9,2
metronidazole,bacterial vaginitis,9,17
ondansetron,nausea/vomiting,10,9
liraglutide,"diabetes, type 2",10,47
levonorgestrel,emergency contraception,8,2
aripiprazole,bipolar disorde,1,24
dexlansoprazole,gerd,4,71
clonazepam,panic disorde,9,57
aripiprazole,depression,10,78
olanzapine,schizoaffective disorde,8,7
gabapentin,pain,7,58
pregabalin,ibromyalgia,1,35
tadalafil,erectile dysfunction,10,61
estradiol,primary ovarian failure,10,19
ciprofloxacin,diverticulitis,7,46
cefdinir,sinusitis,1,8
levonorgestrel,emergency contraception,10,15
clindamycin,bacterial infection,4,145
fluconazole,"onychomycosis, toenail",8,5
lorazepam,anxiety,1,9
oxcarbazepine,bipolar disorde,10,67
estradiol,postmenopausal symptoms,3,67
clonazepam,anxiety,9,40
levetiracetam,epilepsy,8,8
mirtazapine,depression,9,8
metronidazole,bacterial vaginitis,8,5
levonorgestrel,birth control,10,2
desvenlafaxine,depression,6,16
gabapentin,reflex sympathetic dystrophy syndrome,10,7
naltrexone,opiate dependence,10,43
estradiol,atrophic vaginitis,4,7
hylan g-f 20,osteoarthritis,1,27
levonorgestrel,birth control,10,5
ezetimibe,high cholesterol,9,111
tioconazole,vaginal yeast infection,5,0
levonorgestrel,emergency contraception,10,37
sulindac,pain,8,2
lamotrigine,schizoaffective disorde,10,12
clindamycin,acne,1,14
adalimumab,psoriasis,8,30
adalimumab,psoriatic arthritis,9,59
loratadine,allergic rhinitis,5,33
ropinirole,restless legs syndrome,8,23
levonorgestrel,birth control,9,16
pimecrolimus,perioral dermatitis,1,3
desvenlafaxine,depression,2,6
dasatinib,chronic myelogenous leukemia,8,19
levonorgestrel,birth control,7,24
apremilast,psoriatic arthritis,4,27
pregabalin,generalized anxiety disorde,10,61
temazepam,insomnia,1,13
glipizide,"diabetes, type 2",10,66
alprazolam,panic disorde,9,13
estradiol,atrophic vaginitis,10,257
clindamycin,bacterial infection,8,44
erlotinib,non-small cell lung cance,9,39
pentosan polysulfate sodium,interstitial cystitis,10,13
metronidazole,bacterial vaginitis,9,0
aripiprazole,depression,10,43
tropicamide,pupillary dilation,2,0
bisacodyl,constipation,10,12
alprazolam,anxiety,8,37
levonorgestrel,abnormal uterine bleeding,1,3
methotrexate,lymphoma,2,2
alprazolam,depression,10,13
levonorgestrel,emergency contraception,7,16
adapalene,acne,10,6
carisoprodol,muscle spasm,10,5
metronidazole,bacterial vaginitis,4,0
topiramate,bipolar disorde,9,14
levonorgestrel,emergency contraception,8,17
clarithromycin,strep throat,3,4
adapalene,acne,10,24
trifluoperazine,schizophrenia,10,3
baclofen,muscle spasm,10,1
tadalafil,erectile dysfunction,10,21
colchicine,"gout, acute",2,36
isosorbide mononitrate,angina,1,5
bisacodyl,constipation,3,8
pramipexole,restless legs syndrome,7,32
pregabalin,ibromyalgia,9,36
topiramate,migraine prevention,1,18
topiramate,migraine prevention,9,45
gabapentin,reflex sympathetic dystrophy syndrome,5,15
esomeprazole,barrett's esophagus,10,23
desvenlafaxine,depression,5,7
naltrexone,alcohol dependence,10,154
levonorgestrel,emergency contraception,10,22
clonazepam,anxiety,10,75
levonorgestrel,birth control,7,0
levonorgestrel,abnormal uterine bleeding,9,4
adapalene,acne,1,9
meloxicam,inflammatory conditions,10,35
minoxidil,not listed / othe,1,18
methotrexate,psoriasis,9,94
dapsone,acne,8,36
spironolactone,acne,9,16
dapsone,acne,8,52
rituximab,rheumatoid arthritis,10,17
oseltamivir,influenza,9,6
itraconazole,"aspergillosis, aspergilloma",10,35
erlotinib,non-small cell lung cance,9,64
lisinopril,high blood pressure,1,73
atenolol,anxiety,10,24
levonorgestrel,birth control,2,13
clindamycin,bacterial infection,4,14
tioconazole,vaginal yeast infection,10,8
levonorgestrel,emergency contraception,1,1
tioconazole,vaginal yeast infection,1,7
eszopiclone,insomnia,10,13
gabapentin,anxiety,10,175
valacyclovir,cold sores,10,4
olanzapine,paranoid disorde,9,6
infliximab,"crohn's disease, maintenance",10,19
tegaserod,"constipation, chronic",9,10
mirtazapine,depression,6,55
oseltamivir,avian influenza,9,15
zaleplon,insomnia,9,23
eszopiclone,insomnia,5,2
cyclosporine,keratoconjunctivitis sicca,2,69
clindamycin,bacterial infection,1,18
clarithromycin,pneumonia,2,2
valacyclovir,cold sores,10,15
acetazolamide,glaucoma,7,15
cyclosporine,keratoconjunctivitis sicca,4,2
suvorexant,insomnia,4,58
desvenlafaxine,obesity,9,13
propofol,anesthesia,10,10
temazepam,insomnia,8,15
metronidazole,helicobacter pylori infection,7,9
gabapentin,neuropathic pain,10,8
lisinopril,high blood pressure,10,44
terconazole,vaginal yeast infection,9,45
tadalafil,erectile dysfunction,10,50
celecoxib,rheumatoid arthritis,8,79
mycophenolate mofetil,"organ transplant, rejection prophylaxis",10,1
desvenlafaxine,depression,10,43
levonorgestrel,abnormal uterine bleeding,10,48
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,22
chlorthalidone,high blood pressure,4,0
nortriptyline,pain,10,148
clarithromycin,strep throat,6,4
nitrofurantoin,urinary tract infection,1,9
letrozole,breast cance,5,75
lactase,lactose intolerance,5,9
gabapentin,trigeminal neuralgia,10,80
tioconazole,vaginal yeast infection,1,0
armodafinil,hypersomnia,1,9
carvedilol,high blood pressure,2,83
diazepam,anxiety,9,37
levonorgestrel,birth control,10,5
aripiprazole,bipolar disorde,1,15
tinidazole,bacterial vaginitis,9,30
lisinopril,high blood pressure,1,30
liraglutide,weight loss,10,80
levonorgestrel,emergency contraception,8,19
nitrofurantoin,bladder infection,8,13
nitrofurantoin,urinary tract infection,8,8
methotrexate,rheumatoid arthritis,1,6
topiramate,bipolar disorde,10,74
phenobarbital,seizures,10,3
adalimumab,rheumatoid arthritis,5,61
levonorgestrel,birth control,7,4
sitagliptin,"diabetes, type 2",5,29
granisetron,"nausea/vomiting, chemotherapy induced",10,2
etanercept,psoriasis,1,1
carisoprodol,muscle spasm,9,48
esomeprazole,nsaid-induced gastric ulce,10,13
lorazepam,anxiety,9,155
clindamycin,bacterial infection,10,5
olanzapine,major depressive disorde,10,23
levonorgestrel,birth control,8,3
nitrofurantoin,urinary tract infection,8,58
desvenlafaxine,depression,10,103
diazepam,alcohol withdrawal,10,82
sucralfate,gerd,1,34
pregabalin,neuropathic pain,10,71
levonorgestrel,birth control,9,4
nitrofurantoin,bladder infection,8,53
meloxicam,rheumatoid arthritis,8,25
ropinirole,restless legs syndrome,7,16
levonorgestrel,birth control,1,2
lubiprostone,"constipation, chronic",6,45
levonorgestrel,abnormal uterine bleeding,7,15
fluorouracil,actinic keratosis,8,2
gabapentin,pain,9,90
levetiracetam,seizures,9,14
clindamycin,bacterial infection,2,5
desvenlafaxine,depression,9,25
methylprednisolone,inflammatory conditions,8,32
alprazolam,anxiety,7,35
magnesium sulfate,nan,10,6
clarithromycin,pharyngitis,9,7
etanercept,juvenile rheumatoid arthritis,9,14
mycophenolate mofetil,uveitis,9,16
propofol,anesthesia,1,15
azathioprine,ulcerative colitis,7,9
lisinopril,high blood pressure,8,29
lamotrigine,borderline personality disorde,10,2
tioconazole,vaginal yeast infection,6,0
gabapentin,insomnia,10,42
melatonin,insomnia,9,32
imiquimod,basal cell carcinoma,8,30
levonorgestrel,birth control,7,3
temazepam,insomnia,10,12
tioconazole,vaginal yeast infection,1,1
ramipril,high blood pressure,3,36
clonazepam,bipolar disorde,10,33
ibuprofen,back pain,10,0
nitrofurantoin,urinary tract infection,8,2
levonorgestrel,birth control,6,0
lorazepam,anxiety,10,46
secukinumab,psoriatic arthritis,8,22
gabapentin,diabetic peripheral neuropathy,6,47
liraglutide,weight loss,10,6
levonorgestrel,emergency contraception,10,2
naltrexone,opiate dependence,8,20
empagliflozin,"diabetes, type 2",8,36
levonorgestrel,birth control,1,3
topiramate,migraine prevention,7,14
carisoprodol,muscle spasm,8,74
levonorgestrel,birth control,7,3
levonorgestrel,birth control,10,3
dulaglutide,"diabetes, type 2",7,17
clarithromycin,sinusitis,10,1
liraglutide,weight loss,3,11
levonorgestrel,birth control,7,2
bisacodyl,constipation,2,21
aripiprazole,schizophrenia,10,56
methocarbamol,muscle spasm,2,22
palbociclib,"breast cancer, metastatic",1,21
cephalexin,bacterial infection,8,58
