drugName,condition,rating,usefulCount
insulin degludec,"diabetes, type 2",2,23
somatropin,adult human growth hormone deficiency,10,26
gabapentin,pain,9,35
bupropion,depression,8,36
bupropion,major depressive disorde,10,64
naproxen,headache,10,17
sertraline,depression,8,38
dexamethasone,multiple myeloma,1,2
bupropion,depression,8,83
rifaximin,irritable bowel syndrome,1,55
alprazolam,panic disorde,10,59
varenicline,smoking cessation,10,30
omeprazole,barrett's esophagus,10,4
lisinopril,high blood pressure,3,182
sumatriptan,migraine,7,18
denosumab,osteoporosis,1,4
fluoxetine,panic disorde,10,20
quetiapine,schizophrenia,1,14
esomeprazole,gerd,10,29
risperidone,paranoid disorde,3,8
tetracycline,acne,7,3
hydroxyzine,anxiety,1,19
pregabalin,ibromyalgia,8,26
tramadol,ibromyalgia,8,111
fluconazole,vaginal yeast infection,3,17
ranolazine,angina,6,19
adalimumab,ulcerative colitis,1,16
ciprofloxacin,traveler's diarrhea,10,0
desvenlafaxine,depression,9,70
valacyclovir,"herpes simplex, suppression",1,6
hydroxyzine,anxiety,1,30
tapentadol,pain,10,13
levocetirizine,allergic rhinitis,10,25
zolpidem,insomnia,6,1
testosterone,"hypogonadism, male",10,26
famciclovir,"herpes simplex, mucocutaneous/immunocompetent host",10,5
duloxetine,major depressive disorde,9,52
duloxetine,depression,7,25
loratadine,allergic rhinitis,10,32
fluconazole,vaginal yeast infection,10,71
armodafinil,ibromyalgia,10,105
diazepam,muscle spasm,9,38
doxycycline,acne,8,18
doxycycline,acne,5,9
clarithromycin,skin or soft tissue infection,1,1
testosterone,"hypogonadism, male",1,25
mirtazapine,anxiety,8,34
zolmitriptan,migraine,10,12
caffeine,hypersomnia,10,31
polyethylene glycol 3350,constipation,9,8
amlodipine,high blood pressure,10,30
gabapentin,pain,8,3
infliximab,"crohn's disease, acute",10,10
citalopram,anxiety and stress,9,19
quetiapine,schizophrenia,10,14
levonorgestrel,birth control,8,2
clindamycin,acne,1,17
clonazepam,anxiety,10,20
etanercept,rheumatoid arthritis,8,40
alprazolam,anxiety,10,100
topiramate,seizure prevention,3,3
terbinafine,"onychomycosis, toenail",3,18
escitalopram,depression,9,97
tadalafil,erectile dysfunction,10,12
escitalopram,generalized anxiety disorde,10,52
levonorgestrel,birth control,8,4
zolpidem,insomnia,8,8
clindamycin,bacterial infection,6,3
loperamide,"diarrhea, chronic",10,5
zolpidem,insomnia,10,6
lithium,bipolar disorde,10,44
tacrolimus,"organ transplant, rejection prophylaxis",8,3
golimumab,rheumatoid arthritis,10,20
medroxyprogesterone,birth control,1,4
sertraline,post traumatic stress disorde,8,5
fluoxetine,depression,6,1
topiramate,migraine prevention,2,9
brexpiprazole,major depressive disorde,10,12
lamotrigine,bipolar disorde,10,29
dexamethasone,inflammatory conditions,10,13
amitriptyline,insomnia,9,57
paroxetine,anxiety and stress,8,89
bisacodyl,constipation,10,30
eszopiclone,insomnia,3,1
montelukast,"asthma, maintenance",2,91
fentanyl,breakthrough pain,9,88
clonazepam,panic disorde,10,37
tamsulosin,benign prostatic hyperplasia,9,89
pregabalin,diabetic peripheral neuropathy,5,35
escitalopram,anxiety,10,25
metoclopramide,nausea/vomiting,4,5
fluvastatin,nan,9,25
eluxadoline,irritable bowel syndrome,3,13
liraglutide,"diabetes, type 2",9,16
linaclotide,irritable bowel syndrome,7,24
fluoxetine,depression,9,54
levonorgestrel,birth control,7,9
miconazole,vaginal yeast infection,1,5
mirabegron,overactive bladde,7,9
escitalopram,anxiety,1,17
levonorgestrel,birth control,3,1
norethindrone,birth control,10,13
oxymorphone,pain,10,25
nebivolol,high blood pressure,10,30
baclofen,neuralgia,3,2
esomeprazole,not listed / othe,10,1
amitriptyline,insomnia,9,91
levonorgestrel,emergency contraception,1,17
varenicline,smoking cessation,10,74
ibuprofen,headache,8,3
paroxetine,depression,10,32
levonorgestrel,emergency contraception,9,8
venlafaxine,anxiety,9,6
clobetasol,dermatitis,10,23
ketorolac,pain,8,30
promethazine,light sedation,10,20
lurasidone,bipolar disorde,10,37
amitriptyline,interstitial cystitis,5,19
methylprednisolone,asthma,6,8
hydrochlorothiazide,high blood pressure,5,26
levofloxacin,sinusitis,10,25
propranolol,mance anxiety,10,6
cipro,urinary tract infection,8,9
tofacitinib,rheumatoid arthritis,9,51
propranolol,mance anxiety,10,10
levothyroxine,hashimoto's disease,3,5
levothyroxine,underactive thyroid,1,14
lubiprostone,"constipation, chronic",7,13
doxycycline,acne,10,50
hydrochlorothiazide,high blood pressure,2,61
topiramate,migraine prevention,10,18
hydroxyzine,anxiety,8,26
alli,obesity,9,72
methylphenidate,adhd,4,31
furosemide,high blood pressure,3,0
tioconazole,vaginal yeast infection,1,1
ivermectin,head lice,10,29
pregabalin,ibromyalgia,8,18
meclizine,vertig,1,17
hydroxyzine,anxiety,1,13
levetiracetam,seizures,10,30
fluoxetine,depression,10,44
fluorouracil,actinic keratosis,3,7
sodium hyaluronate,osteoarthritis,1,63
minocycline,acne,1,12
clonazepam,insomnia,8,46
naproxen,period pain,4,5
etodolac,pain,1,31
rabeprazole,gerd,5,26
adalimumab,rheumatoid arthritis,8,81
levonorgestrel,birth control,1,2
cyclosporine,keratoconjunctivitis sicca,1,29
mirtazapine,anxiety,8,82
prochlorperazine,nausea/vomiting,10,18
ibuprofen,back pain,7,18
acetylcysteine,diagnostic bronchograms,9,5
escitalopram,depression,10,15
medroxyprogesterone,birth control,7,7
nabumetone,back pain,9,41
insulin detemir,"diabetes, type 1",10,5
fentanyl,chronic pain,8,33
testosterone,"hypogonadism, male",8,20
testosterone,"hypogonadism, male",10,28
sertraline,major depressive disorde,5,11
sulindac,"gout, acute",10,7
nitrofurantoin,bladder infection,1,8
medroxyprogesterone,abnormal uterine bleeding,10,17
citalopram,anxiety and stress,9,44
celecoxib,pain,8,25
valacyclovir,cold sores,10,6
diazepam,anxiety,10,233
desvenlafaxine,depression,7,29
levonorgestrel,birth control,4,2
naproxen,back pain,10,48
paroxetine,anxiety,8,65
nitrofurantoin,urinary tract infection,1,2
insulin glargine,"diabetes, type 1",1,0
aripiprazole,bipolar disorde,2,13
bisacodyl,constipation,7,28
escitalopram,bipolar disorde,5,27
rizatriptan,migraine,10,16
medroxyprogesterone,amenorrhea,10,34
donepezil,alzheimer's disease,9,8
ibuprofen,headache,10,20
cipro,bladder infection,1,43
duloxetine,generalized anxiety disorde,10,105
levonorgestrel,birth control,7,0
nitrofurantoin,urinary tract infection,4,8
clonazepam,anxiety,10,14
copper,birth control,9,4
alli,obesity,10,101
ondansetron,nausea/vomiting,6,5
norethindrone,birth control,8,22
morphine,pain,8,49
miconazole,vaginal yeast infection,1,3
methylphenidate,adhd,8,18
miconazole,vaginal yeast infection,6,9
levonorgestrel,birth control,9,4
medroxyprogesterone,birth control,10,1
levonorgestrel,emergency contraception,8,1
tranexamic acid,bleeding disorde,4,4
valacyclovir,cold sores,10,29
hydroxyzine,anxiety,2,5
cetirizine,allergic rhinitis,1,32
moxifloxacin,bronchitis,9,20
ogen,postmenopausal symptoms,10,15
methylphenidate,severe mood dysregulation,1,1
suvorexant,insomnia,9,22
diclofenac,back pain,5,39
ella,emergency contraception,8,1
atenolol,anxiety,9,69
omeprazole,gerd,10,31
alprazolam,anxiety,10,92
tioconazole,vaginal yeast infection,1,1
irbesartan,high blood pressure,9,69
citalopram,generalized anxiety disorde,9,145
venlafaxine,anxiety,10,13
meloxicam,inflammatory conditions,8,37
sertraline,obsessive compulsive disorde,9,28
clonazepam,panic disorde,9,39
alprazolam,anxiety,4,5
dulaglutide,"diabetes, type 2",9,39
tioconazole,vaginal yeast infection,4,6
oxymorphone,pain,10,3
eszopiclone,insomnia,1,5
rivaroxaban,"pulmonary embolism, recurrent event",10,12
sertraline,depression,4,3
metronidazole,bacterial vaginitis,3,5
amoxicillin,bacterial infection,1,0
sertraline,depression,9,25
multivitamin,dietary supplementation,10,2
levonorgestrel,birth control,7,2
nabumetone,back pain,1,5
methylphenidate,adhd,9,103
sertraline,panic disorde,8,20
tretinoin,acne,8,5
metronidazole,bacterial infection,10,10
meclizine,vertig,5,67
minocycline,rosacea,6,3
bisacodyl,constipation,3,6
paclitaxel,ovarian cance,7,1
tretinoin,acne,10,11
tamsulosin,benign prostatic hyperplasia,10,31
sertraline,social anxiety disorde,1,2
levonorgestrel,emergency contraception,7,5
vilazodone,depression,9,15
hylan g-f 20,osteoarthritis,2,0
sertraline,anxiety and stress,7,52
amitriptyline,insomnia,8,83
simvastatin,high cholesterol,10,19
lurasidone,bipolar disorde,2,13
methotrexate,psoriasis,8,33
levonorgestrel,abnormal uterine bleeding,7,12
imiquimod,keratosis,6,10
budesonide,"asthma, maintenance",8,21
liraglutide,nan,6,3
promethazine,nausea/vomiting,8,9
liraglutide,obesity,10,30
adalimumab,psoriasis,10,11
citalopram,depression,10,46
fentanyl,pain,8,40
duloxetine,major depressive disorde,2,13
bupropion,depression,9,35
norethindrone,birth control,4,8
minocycline,acne,9,23
sofosbuvir,hepatitis c,10,16
linagliptin,"diabetes, type 2",3,31
aripiprazole,bipolar disorde,3,16
moxifloxacin,bronchitis,9,13
omalizumab,urticaria,10,5
paroxetine,depression,1,6
sumatriptan,migraine,9,12
levocetirizine,allergies,10,21
bupropion,depression,8,33
citalopram,depression,8,88
citalopram,anxiety and stress,1,7
eszopiclone,insomnia,2,25
mirtazapine,depression,9,116
granisetron,"nausea/vomiting, chemotherapy induced",10,0
rizatriptan,migraine,1,7
venlafaxine,social anxiety disorde,8,10
levonorgestrel,birth control,6,0
hylan g-f 20,osteoarthritis,8,24
metformin,min),1,83
venlafaxine,depression,7,23
quetiapine,bipolar disorde,6,10
celecoxib,osteoarthritis,1,19
lubiprostone,"constipation, chronic",7,11
tramadol,pain,8,9
denosumab,osteoporosis,1,9
levomilnacipran,major depressive disorde,8,7
levonorgestrel,emergency contraception,1,9
miconazole,vaginal yeast infection,1,7
fluconazole,tinea cruris,9,1
naproxen,pain,8,13
acetazolamide,glaucoma,8,8
risperidone,schizophrenia,8,39
phenytoin,epilepsy,10,9
miconazole,vaginal yeast infection,8,7
clonazepam,anxiety,9,32
nimodipine,migraine prevention,8,4
pregabalin,ibromyalgia,5,148
ella,emergency contraception,6,7
prazosin,post traumatic stress disorde,4,35
eszopiclone,insomnia,1,2
isotretinoin,acne,10,12
clindamycin,bacterial infection,10,34
risperidone,anxiety,1,3
levonorgestrel,birth control,9,4
fluoxetine,anxiety and stress,10,30
fluoxetine,premenstrual dysphoric disorde,10,39
metformin,"diabetes, type 2",10,60
estradiol,postmenopausal symptoms,9,16
hydroxyzine,anxiety,1,11
copper,birth control,1,3
duloxetine,depression,9,80
insulin degludec,"diabetes, type 2",6,12
phenytoin,epilepsy,7,11
atenolol,high blood pressure,3,14
spironolactone,alopecia,10,100
testosterone,"hypogonadism, male",7,12
duloxetine,ibromyalgia,6,49
atomoxetine,adhd,2,21
levonorgestrel,abnormal uterine bleeding,5,8
sitagliptin,"diabetes, type 2",8,55
sertraline,bipolar disorde,7,19
rizatriptan,migraine,9,0
levomilnacipran,major depressive disorde,10,29
zolpidem,insomnia,6,1
vardenafil,erectile dysfunction,9,123
copper,birth control,9,13
terbinafine,"onychomycosis, toenail",1,9
levonorgestrel,birth control,5,0
rizatriptan,migraine,8,0
tioconazole,vaginal yeast infection,1,15
fluticasone,lichen sclerosus,9,21
gabapentin,bipolar disorde,6,24
levonorgestrel,birth control,10,18
sevelamer,hyperphosphatemia of renal failure,4,7
doxycycline,"lyme disease, neurologic",5,12
metoclopramide,migraine,2,3
metoclopramide,nausea/vomiting,1,10
amitriptyline,pudendal neuralgia,10,5
desvenlafaxine,depression,10,12
metoclopramide,migraine,10,5
linaclotide,irritable bowel syndrome,2,8
morphine,pain,5,13
pregabalin,pain,8,20
clonazepam,bipolar disorde,10,12
armodafinil,narcolepsy,9,22
armodafinil,ibromyalgia,6,5
brimonidine,rosacea,2,5
desvenlafaxine,depression,10,21
fluoxetine,ibromyalgia,1,8
tramadol,anxiety,10,18
topiramate,migraine prevention,2,53
isotretinoin,not listed / othe,10,1
topiramate,migraine prevention,9,51
clonidine,opiate withdrawal,7,21
terazosin,benign prostatic hyperplasia,8,42
ropinirole,restless legs syndrome,8,4
linaclotide,"constipation, chronic",10,61
tizanidine,muscle spasm,10,52
levonorgestrel,birth control,1,0
valacyclovir,cold sores,10,9
clindamycin,bacterial infection,1,18
estradiol,postmenopausal symptoms,9,30
baclofen,muscle spasm,10,61
dulaglutide,"diabetes, type 2",6,8
tioconazole,vaginal yeast infection,1,4
brexpiprazole,major depressive disorde,9,52
escitalopram,depression,10,35
terbinafine,"onychomycosis, toenail",1,12
rituximab,rheumatoid arthritis,9,40
silodosin,benign prostatic hyperplasia,8,17
halobetasol,granuloma annulare,9,3
cyclobenzaprine,muscle spasm,7,100
ziprasidone,bipolar disorde,1,17
tamsulosin,benign prostatic hyperplasia,6,10
atenolol,anxiety,1,66
oxcarbazepine,seizures,1,32
alprazolam,panic disorde,9,70
sertraline,panic disorde,6,1
clonazepam,anxiety,10,25
suvorexant,insomnia,1,30
duloxetine,ibromyalgia,6,20
sertraline,panic disorde,1,16
levonorgestrel,birth control,10,8
amitriptyline,insomnia,10,106
desvenlafaxine,postmenopausal symptoms,10,9
isotretinoin,acne,10,9
propofol,anesthesia,10,24
sertraline,depression,8,14
methylphenidate,adhd,7,5
clonidine,opiate withdrawal,7,81
methotrexate,neoplastic diseases,7,1
diclofenac,ankylosing spondylitis,10,5
teriparatide,osteoporosis,10,33
coal tar,psoriasis,10,14
propafenone,ventricular tachycardia,8,0
levonorgestrel,emergency contraception,9,8
levonorgestrel,birth control,4,3
metronidazole,bacterial vaginitis,10,15
levocetirizine,allergic rhinitis,7,21
rizatriptan,migraine,3,2
levonorgestrel,emergency contraception,10,70
terbinafine,"onychomycosis, toenail",1,7
doxycycline,acne,9,18
venlafaxine,anxiety,5,38
prochlorperazine,nausea/vomiting,1,3
zolpidem,insomnia,7,3
metformin,polycystic ovary syndrome,10,30
hydrochlorothiazide,high blood pressure,1,46
gabapentin,peripheral neuropathy,9,53
miconazole,vaginal yeast infection,1,4
bisacodyl,constipation,10,6
miconazole,vaginal yeast infection,2,12
naproxen,pain,10,5
bisacodyl,constipation,10,7
miconazole,vaginal yeast infection,2,4
varenicline,smoking cessation,10,27
copper,birth control,10,3
ramipril,high blood pressure,5,29
duloxetine,generalized anxiety disorde,1,21
quetiapine,post traumatic stress disorde,10,47
levofloxacin,bronchitis,1,15
liraglutide,obesity,10,21
isotretinoin,acne,9,12
alprazolam,anxiety,10,13
duloxetine,anxiety,8,39
modafinil,atigue,9,20
tioconazole,vaginal yeast infection,9,2
norethindrone,birth control,10,10
duloxetine,ibromyalgia,8,18
roflumilast,"copd, maintenance",2,19
doxepin,insomnia,10,79
azithromycin,bacterial infection,6,1
ethambutol,"mycobacterium avium-intracellulare, treatment",1,7
clarithromycin,sinusitis,7,44
tioconazole,vaginal yeast infection,10,5
escitalopram,generalized anxiety disorde,9,69
adapalene,acne,7,65
milnacipran,ibromyalgia,6,78
methylphenidate,adhd,10,19
rituximab,rheumatoid arthritis,10,58
escitalopram,depression,10,15
dabigatran,prevention of thromboembolism in atrial fibrillation,8,27
propranolol,anxiety,10,21
vardenafil,erectile dysfunction,10,114
mirtazapine,depression,9,1
tamsulosin,urinary tract stones,9,16
tramadol,depression,10,55
citalopram,anxiety and stress,9,92
temazepam,insomnia,10,58
alprazolam,panic disorde,10,78
bupropion,depression,10,55
olanzapine,bipolar disorde,9,28
vilazodone,depression,1,17
tolterodine,urinary incontinence,9,1
escitalopram,depression,9,33
metronidazole,bacterial vaginitis,9,17
levocetirizine,allergic rhinitis,9,17
orlistat,nan,9,74
rifaximin,irritable bowel syndrome,2,0
quetiapine,generalized anxiety disorde,10,66
alprazolam,anxiety,9,72
varenicline,smoking cessation,10,7
leflunomide,rheumatoid arthritis,5,126
aripiprazole,bipolar disorde,5,25
fluoxetine,depression,10,80
copper,birth control,8,8
desvenlafaxine,depression,1,24
levothyroxine,"hypothyroidism, after thyroid removal",10,24
gabapentin,restless legs syndrome,10,10
venlafaxine,anxiety,4,0
urea,dermatological disorders,10,34
duloxetine,depression,1,24
vilazodone,depression,1,47
acetazolamide,pseudotumor cerebri,10,10
zoledronic acid,osteoporosis,6,17
alprazolam,anxiety,10,47
tioconazole,vaginal yeast infection,6,6
azelastine,allergic rhinitis,9,19
isosorbide mononitrate,angina pectoris prophylaxis,10,141
lamotrigine,bipolar disorde,10,62
alprazolam,anxiety,5,13
lorazepam,panic disorde,8,47
methylphenidate,adhd,5,66
miconazole,vaginal yeast infection,1,6
bisacodyl,constipation,2,7
alprazolam,panic disorde,10,20
omeprazole,gerd,10,37
cyclobenzaprine,muscle spasm,1,31
valacyclovir,cold sores,10,0
levonorgestrel,birth control,8,2
ulipristal,emergency contraception,8,12
lisinopril,high blood pressure,7,35
lysine,herpes simplex,9,12
olanzapine,schizophrenia,7,11
phenylephrine,nasal congestion,10,9
mirtazapine,depression,7,63
doxepin,insomnia,9,29
quetiapine,bipolar disorde,8,6
olanzapine,bipolar disorde,10,18
clindamycin,surgical prophylaxis,4,2
levocetirizine,allergic rhinitis,10,19
mirtazapine,depression,10,57
linaclotide,"constipation, chronic",10,23
alprazolam,anxiety,10,3
silodosin,benign prostatic hyperplasia,6,75
tioconazole,vaginal yeast infection,10,0
methylphenidate,adhd,8,25
polyethylene glycol 3350,constipation,10,29
ivermectin,head lice,1,3
levonorgestrel,birth control,8,1
metoprolol,high blood pressure,8,23
clonazepam,anxiety,10,24
doxycycline,acne,9,12
clonazepam,anxiety,9,12
clindamycin,bacterial infection,7,47
norethindrone,birth control,1,1
vilazodone,major depressive disorde,10,77
clonazepam,anxiety,10,15
famciclovir,cold sores,1,5
lifitegrast,dry eye disease,1,34
primidone,seizures,1,5
tretinoin,acne,3,3
olanzapine,bipolar disorde,6,17
propranolol,mance anxiety,10,2
pregabalin,neuropathic pain,10,90
gabapentin,epilepsy,8,42
gabapentin,peripheral neuropathy,10,31
medroxyprogesterone,birth control,3,10
mirtazapine,insomnia,6,3
levetiracetam,epilepsy,5,37
pregabalin,ibromyalgia,3,0
gabapentin,ibromyalgia,1,27
soma,muscle spasm,10,42
methylphenidate,adhd,10,1
liraglutide,obesity,9,35
cyclobenzaprine,ibromyalgia,9,53
imiquimod,condylomata acuminata,10,11
risperidone,schizophrenia,4,2
gabapentin,restless legs syndrome,9,146
vilazodone,major depressive disorde,1,41
guaifenesin,ibromyalgia,10,63
topiramate,migraine prevention,7,58
bupropion,depression,9,53
naproxen,back pain,9,10
duloxetine,generalized anxiety disorde,10,4
isotretinoin,acne,9,28
furosemide,edema,3,21
carbamazepine,bipolar disorde,8,23
miconazole,vaginal yeast infection,1,12
pregabalin,generalized anxiety disorde,9,57
clomipramine,obsessive compulsive disorde,8,62
miconazole,vaginal yeast infection,5,15
