generic_name,cases,head,singular_case,main_generic_name
paracetamol,common cold,cold-cough-fever,common cold,paracetamol
paracetamol,influenza,influenza,influenza,paracetamol
pancreatin,pancreatitis,pancreatitis,pancreatitis,pancreatin
pancreatin,cystic fibrosis,cystic fibrosis,cystic fibrosis,pancreatin
paliperidone palmitate,schizophrenia,schizophrenia,schizophrenia,paliperidone palmitate
phenoxymethyl penicillin [penicillin v],bacterial,bacterial,bacterial,phenoxymethyl penicillin [penicillin v]
phenoxymethyl penicillin [penicillin v],infections,infection,infections,phenoxymethyl penicillin [penicillin v]
pheniramine maleate,skin conditions,skin,skin conditions,pheniramine maleate
permethrin + crotamiton,pruritus,skin,pruritus,permethrin + crotamiton
perindopril arginine,heart failure,heart diseases,heart failure,perindopril arginine
pentoxifylline,peripheral arterial occlusive disease,peripheral arterial occlusive disease,peripheral arterial occlusive disease,pentoxifylline
pentosan polysulfate sodium,cystitis,cystitis,cystitis,pentosan polysulfate sodium
pentazocine hydrochloride,pain,pain,pain,pentazocine hydrochloride
pemirolast potassium,conjunctivitis,conjunctivitis,conjunctivitis,pemirolast potassium
peginterferon alfa-2a [pegylated interferon alfa-2a],hepatitis b,hepatitis,hepatitis b,peginterferon alfa-2a [pegylated interferon alfa-2a]
podophyllotoxin,warts,warts,warts,podophyllotoxin
pizotifen,migraine,migraine,migraine,pizotifen
pivmecillinam,infections,infection,infections,pivmecillinam
piperacillin + tazobactam,infections,infection,infections,piperacillin + tazobactam
pioglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus,pioglitazone + metformin hydrochloride
pimavanserin,parkinson's disease,parkinsonism,parkinson's disease,pimavanserin
pilocarpine hydrochloride (ophthalmic),hypertension,hypertension,hypertension,pilocarpine hydrochloride (ophthalmic)
pholcodine,dry cough,cold-cough-fever,dry cough,pholcodine
prednisolone,hypersensitivity reactions,hypersensitivity,hypersensitivity reactions,prednisolone
pramoxine hydrochloride + calamine,pain,pain,pain,pramoxine hydrochloride + calamine
pramoxine hydrochloride + calamine,burns,burns,burns,pramoxine hydrochloride + calamine
pramipexole,restless legs syndrome,muscular,restless legs syndrome,pramipexole
pramipexole,syndrome,syndrome,syndrome,pramipexole
pralidoxime chloride,poisoning,poisoning,poisoning,pralidoxime chloride
potassium citrate,acid,acid,acid,potassium citrate
potassium citrate,calcium stones,calcium stones,calcium stones,potassium citrate
potassium chloride,potassium deficit,potassium deficit,potassium deficit,potassium chloride
polymyxin b sulfate,infections,infection,infections,polymyxin b sulfate
polyethylene glycol 3350 + electrolytes,fecal impaction,fecal impaction,fecal impaction,polyethylene glycol 3350 + electrolytes
propantheline bromide,peptic,peptic,peptic,propantheline bromide
propantheline bromide,ulcer,ulcer,ulcer,propantheline bromide
promethazine hydrochloride (injection),allergic,allergic,allergic,promethazine hydrochloride (injection)
progesterone (capsule),abortion,abortion,abortion,progesterone (capsule)
procyclidine hydrochloride,parkinsonian syndrome,parkinsonism,parkinsonian syndrome,procyclidine hydrochloride
probiotic combination [9 billion],problems,problems,problems,probiotic combination [9 billion]
probiotic combination [10 billion],constipation,constipation,constipation,probiotic combination [10 billion]
prednisolone acetate,inflammation,inflammation,inflammation,prednisolone acetate
rabeprazole sodium,ulcer,ulcer,ulcer,rabeprazole sodium
quinine sulfate,malaria,malaria,malaria,quinine sulfate
pyridoxine hydrochloride + doxylamine succinate,nausea,nausea,nausea,pyridoxine hydrochloride + doxylamine succinate
pyridoxine hydrochloride + doxylamine succinate,vomiting,vomiting,vomiting,pyridoxine hydrochloride + doxylamine succinate
pyridoxine hydrochloride + doxylamine succinate,pregnancy,pregnancy,pregnancy,pyridoxine hydrochloride + doxylamine succinate
pyridoxine hydrochloride,certain hereditary disorders,certain hereditary disorders,certain hereditary disorders,pyridoxine hydrochloride
prucalopride succinate,constipation,constipation,constipation,prucalopride succinate
protamine crystallised insulin aspart,diabetes mellitus,diabetes,diabetes mellitus,protamine crystallised insulin aspart
propylthiouracil,graves ' disease,graves ' disease,graves ' disease,propylthiouracil
propylthiouracil,hyperthyroidism,thyroidism,hyperthyroidism,propylthiouracil
propranolol hydrochloride,migraine,migraine,migraine,propranolol hydrochloride
relugolix,prostate cancer,lymphoma,prostate cancer,relugolix
regorafenib,color,color,color,regorafenib
rasagiline,parkinson's disease,parkinsonism,parkinson's disease,rasagiline
rivastigmine tartrate,parkinson's disease,parkinsonism,parkinson's disease,rivastigmine tartrate
ritodrine hydrochloride,premature labour,premature labour,premature labour,ritodrine hydrochloride
risperidone (injection),schizophrenia,schizophrenia,schizophrenia,risperidone (injection)
rimexolone,inflammation,inflammation,inflammation,rimexolone
riluzole,sclerosis,sclerosis,sclerosis,riluzole
rifaximin,e. coli,e. coli,e. coli,rifaximin
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis,tuberculosis,tuberculosis,rifampicin + isoniazid + pyrazinamide + ethambutol
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis,lung,pulmonary tuberculosis,rifampicin + isoniazid + pyrazinamide
rifampicin + isoniazid,tuberculosis,tuberculosis,tuberculosis,rifampicin + isoniazid
salicylic acid,blackheads,acne,blackheads,salicylic acid
salicylic acid,redness,redness,redness,salicylic acid
salbutamol (inhaler),induced asthma,asthma,induced asthma,salbutamol (inhaler)
rupatadine fumarate,allergic,allergic,allergic,rupatadine fumarate
rupatadine fumarate,rhinitis,rhinitis,rhinitis,rupatadine fumarate
roxithromycin,infections,infection,infections,roxithromycin
roxithromycin,micro,micro,micro,roxithromycin
roxadustat,anemia,anemia,anemia,roxadustat
roxadustat,kidney disease,kidney disease,kidney disease,roxadustat
rosiglitazone + metformin hydrochloride,diabetes mellitus,diabetes,diabetes mellitus,rosiglitazone + metformin hydrochloride
ropinirole,restless legs syndrome,muscular,restless legs syndrome,ropinirole
ropinirole,syndrome,syndrome,syndrome,ropinirole
sildenafil citrate,citrate erectile dysfunction,citrate erectile dysfunction,citrate erectile dysfunction,sildenafil citrate
sevelamer hydrochloride,renal disease,kidney disease,renal disease,sevelamer hydrochloride
sertaconazole nitrate,infections,infection,infections,sertaconazole nitrate
semaglutide (tablet),type,type,type,semaglutide (tablet)
semaglutide (tablet),diabetes mellitus,diabetes,diabetes mellitus,semaglutide (tablet)
selexipag,pulmonary arterial hypertension,lung,pulmonary arterial hypertension,selexipag
secukinumab,plaque,plaque,plaque,secukinumab
secukinumab,psoriasis,skin,psoriasis,secukinumab
saxagliptin,saxag,saxag,saxag,saxagliptin
salmon calcitonin,paget ' s disease,paget ' s disease,paget ' s disease,salmon calcitonin
sodium chloride + dextrose,vomiting,vomiting,vomiting,sodium chloride + dextrose
sodium chloride (nasal preparation),cold,cold-cough-fever,cold,sodium chloride (nasal preparation)
sodium alginate + sodium bicarbonate + calcium carbonate,epigastric,gastroenteritis,epigastric,sodium alginate + sodium bicarbonate + calcium carbonate
sodium alginate + sodium bicarbonate + calcium carbonate,retro,retro,retro,sodium alginate + sodium bicarbonate + calcium carbonate
sitagliptin,diabetes insipidus,diabetes,diabetes insipidus,sitagliptin
solifenacin succinate,overactive,overactive,overactive,solifenacin succinate
solifenacin succinate,bladder syndrome,bladder,bladder syndrome,solifenacin succinate
sofosbuvir + velpatasvir,cirrhosis,cirrhosis,cirrhosis,sofosbuvir + velpatasvir
sodium valproate,epilepsy,epilepsy,epilepsy,sodium valproate
sodium stibogluconate,cancer,lymphoma,cancer,sodium stibogluconate
sodium stibogluconate,tumors,tumor,tumors,sodium stibogluconate
sodium stibogluconate,solid tumors,tumor,solid tumors,sodium stibogluconate
sodium hyaluronate (ophthalmic),dry eye,eye,dry eye,sodium hyaluronate (ophthalmic)
sodium fusidate (topical),infections,infection,infections,sodium fusidate (topical)
sodium fluoride (mouthwash),antiseptic,antiseptic,antiseptic,sodium fluoride (mouthwash)
sulfasalazine,arthritis,arthritis,arthritis,sulfasalazine
sulfacetamide sodium,infections,infection,infections,sulfacetamide sodium
streptokinase,pain,pain,pain,streptokinase
spiramycin,infections,infection,infections,spiramycin
tazarotene,plaque,plaque,plaque,tazarotene
tapentadol hydrochloride,pain,pain,pain,tapentadol hydrochloride
tamsulosin hydrochloride,prostatic hyperplasia,lymphoma,prostatic hyperplasia,tamsulosin hydrochloride
tamoxifen citrate,breast cancer,lymphoma,breast cancer,tamoxifen citrate
tafluprost,glaucoma,glaucoma,glaucoma,tafluprost
super antioxidant [vitamins & minerals],cancer,lymphoma,cancer,super antioxidant [vitamins & minerals]
sumatriptan,headache,headache,headache,sumatriptan
sulphonated surfactant,conditions,conditions,conditions,sulphonated surfactant
testosterone undecanoate,unable to produce enough on its,unable to produce enough on its,unable to produce enough on its,testosterone undecanoate
testosterone decanoate,spermatogenic disorders,spermatogenic disorders,spermatogenic disorders,testosterone decanoate
terlipressin acetate,bleeding,bleeding,bleeding,terlipressin acetate
terlipressin acetate,varices,varices,varices,terlipressin acetate
terfenadine,skin disorders,skin,skin disorders,terfenadine
terbinafine hydrochloride,tinea capitis,tinea capitis,tinea capitis,terbinafine hydrochloride
tenofovir disoproxil fumarate,hepatitis b,hepatitis,hepatitis b,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate,infection,infection,infection,tenofovir disoproxil fumarate
tenofovir alafenamide,liver disease,liver disease,liver disease,tenofovir alafenamide
temozolomide,temozolomide,temozolomide,temozolomide,temozolomide
temozolomide,glioblastoma,glioblastoma,glioblastoma,temozolomide
temozolomide,multiforme,multiforme,multiforme,temozolomide
teicoplanin,infections,infection,infections,teicoplanin
teicoplanin,streptococci,streptococci,streptococci,teicoplanin
tegaserod,constipation,constipation,constipation,tegaserod
timolol maleate,ocular hypertension,hypertension,ocular hypertension,timolol maleate
timolol maleate,glaucoma,glaucoma,glaucoma,timolol maleate
tigecycline,infections,infection,infections,tigecycline
tiemonium methylsulphate,pain,pain,pain,tiemonium methylsulphate
tiemonium methylsulphate,functional disorders,functional disorders,functional disorders,tiemonium methylsulphate
ticagrelor,coronary syndromes,coronary syndromes,coronary syndromes,ticagrelor
thiotepa,thiotepa,thiotepa,thiotepa,thiotepa
thiamine hydrochloride,encephalopathy,encephalopathy,encephalopathy,thiamine hydrochloride
theophylline,theophylline,theophylline,theophylline,theophylline
thalidomide,thalidomide,thalidomide,thalidomide,thalidomide
tetracycline hydrochloride (topical),infection,infection,infection,tetracycline hydrochloride (topical)
tetracycline hydrochloride (oral),infections,infection,infections,tetracycline hydrochloride (oral)
tetracycline hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,tetracycline hydrochloride (ophthalmic)
tramadol hydrochloride,pain,pain,pain,tramadol hydrochloride
tolterodine tartrate,urge,urge,urge,tolterodine tartrate
tolfenamic acid,pain,pain,pain,tolfenamic acid
tolfenamic acid,fever,cold-cough-fever,fever,tolfenamic acid
tobramycin (ophthalmic),infections,infection,infections,tobramycin (ophthalmic)
tobramycin (nebuliser solution),fibrosis,fibrosis,fibrosis,tobramycin (nebuliser solution)
tobramycin (nebuliser solution),pseudomonas aeruginosa,pseudomonas aeruginosa,pseudomonas aeruginosa,tobramycin (nebuliser solution)
tiotropium (dry powder inhaler),chronic obstructive pulmonary disease,lung,chronic obstructive pulmonary disease,tiotropium (dry powder inhaler)
trihexyphenidyl hydrochloride,hydrochloride,hydrochloride,hydrochloride,trihexyphenidyl hydrochloride
trihexyphenidyl hydrochloride,parkinsonism,parkinsonism,parkinsonism,trihexyphenidyl hydrochloride
trifluoperazine,psychotic disorders,psychotic disorders,psychotic disorders,trifluoperazine
triamcinolone acetonide (injection),stevens - johnson syndrome,stevens - johnson syndrome,stevens - johnson syndrome,triamcinolone acetonide (injection)
tretinoin (topical),vulgaris,vulgaris,vulgaris,tretinoin (topical)
tretinoin (oral),remission,remission,remission,tretinoin (oral)
travoprost,glaucoma,glaucoma,glaucoma,travoprost
trastuzumab emtansine,cancer,lymphoma,cancer,trastuzumab emtansine
valganciclovir,risk,risk,risk,valganciclovir
ursodeoxycholic acid,cholestasis,cholestasis,cholestasis,ursodeoxycholic acid
ursodeoxycholic acid,viral hepatitis,hepatitis,viral hepatitis,ursodeoxycholic acid
urea (10%),dry skin conditions,skin,dry skin conditions,urea (10%)
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,rheumatoid arthritis,arthritis,rheumatoid arthritis,undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate
undenatured type ii collagen,osteoarthritis,arthritis,osteoarthritis,undenatured type ii collagen
undenatured type ii collagen,rheumatoid arthritis,arthritis,rheumatoid arthritis,undenatured type ii collagen
ulipristal acetate [for uterine fibroids],symptoms,symptoms,symptoms,ulipristal acetate [for uterine fibroids]
ulipristal acetate [for emergency contraception],contra,contra,contra,ulipristal acetate [for emergency contraception]
ulipristal acetate [for emergency contraception],failure,failure,failure,ulipristal acetate [for emergency contraception]
tulobuterol hydrochloride,asthma,asthma,asthma,tulobuterol hydrochloride
tulobuterol hydrochloride,bronchitis,bronchitis,bronchitis,tulobuterol hydrochloride
tto thermal toothpaste,hypersensitivity,hypersensitivity,hypersensitivity,tto thermal toothpaste
vitamin a,illnesses,illnesses,illnesses,vitamin a
vinpocetine,vinpocetine,vinpocetine,vinpocetine,vinpocetine
vinpocetine,acute cardiovascular disorders,acute cardiovascular disorders,acute cardiovascular disorders,vinpocetine
vincristine sulfate,leukemia,leukemia,leukemia,vincristine sulfate
vinblastine sulfate,hodgkins disease,hodgkins disease,hodgkins disease,vinblastine sulfate
venetoclax,deletion,deletion,deletion,venetoclax
venetoclax,tp53 mutation,tp53 mutation,tp53 mutation,venetoclax
vardenafil,treat,treat,treat,vardenafil
yellow fever vaccine,fever,cold-cough-fever,fever,yellow fever vaccine
xylometazoline hydrochloride,nasal congestion,nasal,nasal congestion,xylometazoline hydrochloride
"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]",oxidative stress,oxidative stress,oxidative stress,"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]"
"vitamin b1, b2 & b6",peripheral neuritis,peripheral neuritis,peripheral neuritis,"vitamin b1, b2 & b6"
vitamin b complex,stressful conditions,stressful conditions,stressful conditions,vitamin b complex
zolmitriptan,aura,aura,aura,zolmitriptan
zoledronic acid [for hypercalcemia],malignancy,malignancy,malignancy,zoledronic acid [for hypercalcemia]
zinc sulfate monohydrate,losing conditions,losing conditions,losing conditions,zinc sulfate monohydrate
zinc oxide + virgin castor oil,rash,rash,rash,zinc oxide + virgin castor oil
zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin,rash,rash,rash,zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin
zafirlukast,asthma,asthma,asthma,zafirlukast
